Epoch,Train,Valid
0.0,0.9636937249790538,0.8830156188744765
1.0,0.7209620042280718,0.6910919180283179
2.0,0.633681886846369,0.6879567366379958
3.0,0.5567809467965906,0.5765350529780755
4.0,0.5356584939089688,0.5471471891953394
5.0,0.4972072877667167,0.4844211225326245
6.0,0.48053221648389643,0.569227927006208
7.0,0.46598287549885836,0.4762471570418431
8.0,0.4486562896858562,0.4646182954311371
9.0,0.43742929209362374,0.527591171172949
10.0,0.41342707059600137,0.4433060265504397
11.0,0.40110871520909397,0.4457581891463353
12.0,0.3918317973613739,0.4475847895328815
13.0,0.3891680349003185,0.4821791167442615
14.0,0.36819882609627463,0.45031275199009824
15.0,0.3708016736940904,0.459017072732632
16.0,0.3566977771845731,0.4411263305407304
17.0,0.353642970865423,0.41633705680186933
18.0,0.3459189011292024,0.42800220388632554
19.0,0.33323600671508097,0.4394890826482039
